longitude,latitude,Sp
103.793023,1.4043485,gentoo penguin
-83.5070203,35.6531943,gentoo penguin
-58.06544121,-51.75731883,gentoo penguin
-62.62332155,-64.6871910167,gentoo penguin
-62.623094713,-64.684084256,gentoo penguin
-79.9174179722,40.482953,gentoo penguin
-90.2904815674,38.6368865967,gentoo penguin
-95.9266080335,41.225012237,gentoo penguin
-61.4952076875,-71.5493733307,gentoo penguin
114.1721745953,22.2346888288,gentoo penguin
-58.8281464577,-64.7331905149,gentoo penguin
-3.2718253,55.94422838,gentoo penguin
-54.67634,-63.430026,gentoo penguin
-68.168964386,-54.8574913803,gentoo penguin
-83.150177002,42.4771614075,gentoo penguin
-67.383184433,-54.9068663087,gentoo penguin
-62.5297083333,-64.8436888889,gentoo penguin
-56.9963033333,-63.3953533333,gentoo penguin
-68.2163239325,-54.8423494012,gentoo penguin
-67.3832307515,-54.9081549019,gentoo penguin
-35.85125,-54.809542,gentoo penguin
113.5098416667,22.2241166667,gentoo penguin
-35.9431815979,-54.6179887547,gentoo penguin
-35.9433441826,-54.6177558875,gentoo penguin
-36.0880555337,-54.5227996804,gentoo penguin
-62.8572407,-64.824002,gentoo penguin
-60.7486809051,-62.553136035,gentoo penguin
-55.60127571,-63.1016085882,gentoo penguin
-57.7734375,-63.847050496,gentoo penguin
-60.9375,-63.3411121038,gentoo penguin
-62.7469596159,-64.8231022916,gentoo penguin
-63.85,-65.25,gentoo penguin
-90.2913381,38.6350239,gentoo penguin
-45.5711049013,-60.6473182875,gentoo penguin
-99.2050466667,19.4401916667,gentoo penguin
-62.5270378334,-64.8448858205,gentoo penguin
-60.7322064772,-61.2280798773,gentoo penguin
-56.4887083333,-63.3006666667,gentoo penguin
-59.7410133333,-62.40722,gentoo penguin
-59.7414866667,-62.4065366622,gentoo penguin
-62.6240916667,-64.6823883333,gentoo penguin
-67.3741262779,-54.9045372109,gentoo penguin
-60.6117958948,-62.6579372537,gentoo penguin
-60.6033883333,-62.6494066667,gentoo penguin
-62.527215,-64.8449016667,gentoo penguin
-59.9214519,-62.5883795,gentoo penguin
-62.5954851,-64.7359347,gentoo penguin
-63.2310158,-64.8949008,gentoo penguin
-62.5465394291,-64.8822240798,gentoo penguin
-60.5631026,-51.2804258,gentoo penguin
-62.5424195561,-64.8822240798,gentoo penguin
-62.2130168415,-64.5930875926,gentoo penguin
-62.62905,-64.6840133333,gentoo penguin
-67.3737223222,-54.9063044657,gentoo penguin
-63.5030725848,-64.8155763546,gentoo penguin
-56.4831577969,-63.2877599993,gentoo penguin
-56.488705,-63.299145,gentoo penguin
-67.37456738,-54.90447865,gentoo penguin
-16.5646111117,28.407394445,gentoo penguin
-64.0561264796,-65.1017944656,gentoo penguin
-67.3739882997,-54.9045824997,gentoo penguin
-63.4914178334,-64.8267588812,gentoo penguin
-63.5124986037,-64.8114780663,gentoo penguin
-62.8689999575,-64.8947964587,gentoo penguin
-62.9324487963,-64.781412433,gentoo penguin
-67.5231953617,-66.3926947926,gentoo penguin
-56.882105728,-63.5214934894,gentoo penguin
-56.8817624091,-63.5216321749,gentoo penguin
-67.3741833333,-54.9046583333,gentoo penguin
-67.3741833333,-54.90492,gentoo penguin
-36.0887555,-54.5223583333,gentoo penguin
-57.7798888889,-51.5126,gentoo penguin
-59.0720916667,-52.42555,gentoo penguin
-36.3017833333,-54.2782888889,gentoo penguin
-63.4349111111,-64.7853333333,gentoo penguin
-56.8906831752,-63.5231675008,gentoo penguin
-56.914614425,-63.5133746625,gentoo penguin
-62.561245,-64.6179883333,gentoo penguin
-62.8838,-64.9003833333,gentoo penguin
-56.9985217804,-63.3970291373,gentoo penguin
-57.001263407,-63.396933358,gentoo penguin
-57.001263407,-63.3966258718,gentoo penguin
-56.9926803381,-63.3958571417,gentoo penguin
-62.9282444444,-64.88945,gentoo penguin
-37.0278666667,-54.49864,gentoo penguin
-37.02788,-54.4986366667,gentoo penguin
-37.0342233333,-54.4954283333,gentoo penguin
-37.0394166667,-54.4923033333,gentoo penguin
-62.60038,-64.7275083333,gentoo penguin
-67.391911,-54.906954782,gentoo penguin
-62.5268555563,-64.886080891,gentoo penguin
-59.9128287527,-62.5847461338,gentoo penguin
-60.8994871928,-64.1526487946,gentoo penguin
-63.5126840986,-64.8362284708,gentoo penguin
-63.5002298003,-64.8579571429,gentoo penguin
-63.5006619872,-64.8582773873,gentoo penguin
-63.4942715947,-64.8252666626,gentoo penguin
-62.5893040472,-64.7295415424,gentoo penguin
-56.8829858105,-63.5213873555,gentoo penguin
-62.6227132315,-64.6913290023,gentoo penguin
-62.5954763,-64.6981191,gentoo penguin
-62.150228769,-64.6450870942,gentoo penguin
-58.9625709087,-62.2116599864,gentoo penguin
-62.6299795999,-64.6784540312,gentoo penguin
-35.9429189972,-54.6180188683,gentoo penguin
-59.5639631165,-51.3126130043,gentoo penguin
-60.7894526,-63.8906107,gentoo penguin
-36.5099401296,-54.2799213192,gentoo penguin
-35.9409613084,-54.6199906402,gentoo penguin
-62.5960738117,-64.7296834335,gentoo penguin
-63.4919429622,-64.8266253581,gentoo penguin
-60.9481429975,-64.1530158022,gentoo penguin
-59.7387400341,-62.4068269312,gentoo penguin
-67.3977572257,-54.9037047803,gentoo penguin
-67.395436972,-54.9044720754,gentoo penguin
-67.3926874544,-54.906191857,gentoo penguin
-62.595875097,-64.731306951,gentoo penguin
-62.6207653418,-64.6861170468,gentoo penguin
-62.9021432769,-64.8807923724,gentoo penguin
-62.62537,-64.6828883333,gentoo penguin
-67.8348967,-54.8898917,gentoo penguin
-55.5486833333,-63.343975,gentoo penguin
-55.5454576514,-63.3480168601,gentoo penguin
-62.8901046569,-64.8875523898,gentoo penguin
-67.3619969934,-54.8954664592,gentoo penguin
-62.629714356,-64.6675777883,gentoo penguin
-64.0803611667,-65.2056583333,gentoo penguin
-62.5274366667,-64.84485,gentoo penguin
-62.6158333333,-64.68085,gentoo penguin
-73.5497216667,45.56,gentoo penguin
-59.7721997793,-62.5298509705,gentoo penguin
-62.8714008223,-64.8955942456,gentoo penguin
-56.8680588886,-63.5163371134,gentoo penguin
-67.3740233481,-54.9045574511,gentoo penguin
-63.1696684286,-64.7648891412,gentoo penguin
-67.4,-54.9,gentoo penguin
-60.6394985532,-62.9214067495,gentoo penguin
-0.352249931,39.4557200634,gentoo penguin
-59.7401351929,-62.4065055847,gentoo penguin
-36.2893406853,-54.2960756485,gentoo penguin
-36.2855795521,-54.2933820579,gentoo penguin
-81.4599083333,28.412045,gentoo penguin
-0.3442532,39.42161,gentoo penguin
-60.2314383333,-51.3061866667,gentoo penguin
114.1714362285,22.2352149699,gentoo penguin
114.1714230838,22.2352154003,gentoo penguin
114.17135569,22.2352599956,gentoo penguin
114.1713917537,22.2352467719,gentoo penguin
114.1713841949,22.2352475715,gentoo penguin
114.171415407,22.2352311723,gentoo penguin
114.1714174681,22.2352301603,gentoo penguin
-62.6315216667,-64.6850133333,gentoo penguin
174.7644881,-36.8508827,gentoo penguin
-62.6283378601,-64.6838607788,gentoo penguin
-62.8653489641,-64.8948783512,gentoo penguin
-70.8601426708,-53.1262827016,gentoo penguin
114.171485,22.235246,gentoo penguin
-86.241975,35.1908616667,gentoo penguin
151.2020116667,-33.870225,gentoo penguin
-0.348296,39.452277,gentoo penguin
-67.3832203075,-54.9067217439,gentoo penguin
-63.4950141907,-64.8251953125,gentoo penguin
-67.3739113889,-54.9044580556,gentoo penguin
-67.37399,-54.9044580556,gentoo penguin
-60.1156432836,-62.6271917651,gentoo penguin
-111.8938980103,40.5323181152,gentoo penguin
-111.8938751221,40.5323867798,gentoo penguin
-95.9570301408,36.0200154878,gentoo penguin
-106.6622866667,35.077075,gentoo penguin
-85.3097000122,35.0560836792,gentoo penguin
-57.4423772634,-63.964297119,gentoo penguin
-0.1191926748,51.5019978163,gentoo penguin
4.4235413522,51.2163487114,gentoo penguin
-73.9715054144,40.7683838406,gentoo penguin
-10.2908464149,52.1417668312,gentoo penguin
120.6967,22.0478166667,gentoo penguin
-62.5300540726,-64.8581851473,gentoo penguin
8.6821267,50.1109221,gentoo penguin
4.4777325,51.9244201,gentoo penguin
-62.5297121384,-64.8437263099,gentoo penguin
-62.8581257696,-64.8236255216,gentoo penguin
-62.8580387277,-64.8239367261,gentoo penguin
158.93509,-54.50083,gentoo penguin
9.112366,55.728449,gentoo penguin
-3.2719222222,55.9441944444,gentoo penguin
10.3735825183,55.3784759488,gentoo penguin
-95.9266357422,41.2247314453,gentoo penguin
-63.493549,-64.8251886,gentoo penguin
-37.2572722222,-54.0301166667,gentoo penguin
-56.896445,-63.518953,gentoo penguin
-60.558203,-62.979007,gentoo penguin
-59.7412611111,-62.4072166667,gentoo penguin
-59.7412333333,-62.4072333333,gentoo penguin
-59.912010538,-62.5888536887,gentoo penguin
-64.2581466667,-65.2456883333,gentoo penguin
-62.8715833333,-64.897475,gentoo penguin
8.9266357422,44.4104881287,gentoo penguin
-59.6703759154,-62.5461590405,gentoo penguin
-60.5938272484,-62.9590410389,gentoo penguin
-60.6075087375,-62.6498527008,gentoo penguin
-62.6264683184,-64.6833356277,gentoo penguin
-55.4910146003,-61.4791762828,gentoo penguin
-37.280928367,-54.1462893207,gentoo penguin
-59.0646998195,-52.4269323488,gentoo penguin
2.7835724354,48.8550109863,gentoo penguin
-62.8575903245,-64.8231798125,gentoo penguin
-67.3741888554,-54.9045211537,gentoo penguin
-94.5276412964,39.0062522888,gentoo penguin
-60.3523193687,-62.6097787334,gentoo penguin
-64.0375666667,-65.0671388333,gentoo penguin
-64.032875,-65.0656583333,gentoo penguin
-63.4945366667,-64.8249966667,gentoo penguin
-62.5284283333,-64.8436583333,gentoo penguin
37.5726403,55.765631,gentoo penguin
-58.941464088,-62.2099018449,gentoo penguin
-3.27199813,55.9441688,gentoo penguin
-117.2231666667,32.7656883333,gentoo penguin
-57.7416592781,-51.6808258666,gentoo penguin
-62.9277252768,-64.8291646472,gentoo penguin
114.1714466667,22.2352383333,gentoo penguin
126.7198884,36.0370009,gentoo penguin
-37.2570833333,-54.0302,gentoo penguin
-61.0529666667,-64.095,gentoo penguin
-64.0317166667,-65.06845,gentoo penguin
-63.4900666667,-64.8274333333,gentoo penguin
-62.6270666667,-64.6836666667,gentoo penguin
-60.2312744234,-64.0448266017,gentoo penguin
-67.4029512999,-54.8874126334,gentoo penguin
114.1715486,22.2357057,gentoo penguin
37.8486748785,-46.8568634994,gentoo penguin
-61.2570611111,-51.6929138889,gentoo penguin
-81.0730783175,34.0094027139,gentoo penguin
-63.096753859,-63.8156108393,gentoo penguin
-56.3999107017,-62.2497852013,gentoo penguin
-67.3822996,-54.9076018,gentoo penguin
114.171395,22.23517,gentoo penguin
-62.0374250928,-64.5934606939,gentoo penguin
-56.8957354421,-63.5206681875,gentoo penguin
-60.2329457697,-51.3069849427,gentoo penguin
-62.5281796825,-64.8443754005,gentoo penguin
-62.5282859377,-64.8432795755,gentoo penguin
-60.5291270847,-51.3075937502,gentoo penguin
-67.3802454025,-54.9066138019,gentoo penguin
114.17143,22.23516333,gentoo penguin
114.17128333,22.23530333,gentoo penguin
-68.2672455336,-54.830398642,gentoo penguin
-36.2624919265,-54.3397012376,gentoo penguin
-36.7127894047,-54.1557384268,gentoo penguin
-60.1712352402,-51.3262520318,gentoo penguin
-60.5966266667,-62.9369016667,gentoo penguin
-61.1977274978,-65.2273145875,gentoo penguin
-57.83580333,-51.480305,gentoo penguin
-67.3860420566,-54.9060101449,gentoo penguin
-62.6664299,-64.8330507,gentoo penguin
-62.6214625308,-64.6864519575,gentoo penguin
-59.9123540222,-62.5886955871,gentoo penguin
-58.3136192728,-62.2973718273,gentoo penguin
-4.4860760419,48.3915106671,gentoo penguin
-4.491569206,48.3942463417,gentoo penguin
-67.3743333333,-54.9046666667,gentoo penguin
-63.494924,-64.825355,gentoo penguin
-62.6231945682,-64.8461856084,gentoo penguin
-36.5087385,-54.281149,gentoo penguin
-65.1879078612,-65.5754366768,gentoo penguin
-36.4886619025,-54.253215402,gentoo penguin
-103.314173028,20.7239035024,gentoo penguin
-58.4461217331,-62.1772966491,gentoo penguin
-59.0102370213,-51.4272581852,gentoo penguin
-90.2928363,38.6359173,gentoo penguin
70.4371914948,-49.4363285423,gentoo penguin
126.7198127,36.036999,gentoo penguin
-57.8348178139,-51.4804077089,gentoo penguin
141.1825716667,42.454845,gentoo penguin
-58.3581679176,-51.880261691,gentoo penguin
-62.53115,-64.8448633333,gentoo penguin
-62.6258866667,-64.6854633333,gentoo penguin
-62.6253091817,-64.6853217665,gentoo penguin
-62.5315583333,-64.84468,gentoo penguin
-60.4359069355,-62.7197645105,gentoo penguin
114.1714301069,22.2352384993,gentoo penguin
114.1714409227,22.2352279265,gentoo penguin
114.17147833,22.2352,gentoo penguin
-58.81243667,-51.30667167,gentoo penguin
-103.3053486049,20.7412976447,gentoo penguin
-103.3097915647,20.7257118225,gentoo penguin
-103.3069716766,20.7288380461,gentoo penguin
-87.9807643529,42.293367073,gentoo penguin
-63.5079592597,-64.8147847444,gentoo penguin
-81.4595336914,28.411611557,gentoo penguin
-62.598565,-64.7299333333,gentoo penguin
-62.6080283333,-64.72118,gentoo penguin
-67.3747416667,-54.9049033333,gentoo penguin
-58.4104129595,-62.0386776364,gentoo penguin
-56.8811416667,-63.5216433333,gentoo penguin
-56.7416933333,-63.3646866667,gentoo penguin
-57.8376893973,-51.4798621954,gentoo penguin
-64.0653616715,-64.7738392096,gentoo penguin
-57.8334503056,-51.4791627778,gentoo penguin
-59.2217564955,-62.3085908324,gentoo penguin
-87.614038,41.8675726,gentoo penguin
-37.2567312,-54.0269912,gentoo penguin
-61.2554638889,-51.6866861111,gentoo penguin
-61.2586388889,-51.6925916667,gentoo penguin
-61.2579888889,-51.69265,gentoo penguin
-61.2900555556,-51.7465277778,gentoo penguin
70.4385785631,-49.4393919015,gentoo penguin
-67.3822996393,-54.9076018461,gentoo penguin
-60.2392320824,-51.3063111164,gentoo penguin
-73.5502,45.5594,gentoo penguin
-2.9373434178,47.5604507932,gentoo penguin
-58.9198194373,-62.2094980158,gentoo penguin
158.9333723879,-54.5010903026,gentoo penguin
-67.3735730556,-54.9054430556,gentoo penguin
-59.6322869918,-51.2667571386,gentoo penguin
-63.3713561446,-64.8724169168,gentoo penguin
-63.3429765861,-65.013086701,gentoo penguin
-63.494482,-64.825249,gentoo penguin
-63.496923,-64.8183022,gentoo penguin
-62.6222405357,-64.6870547152,gentoo penguin
-63.9999999,-65.08,gentoo penguin
10.370298475,55.37754082,gentoo penguin
-63.8053809583,-65.001630755,gentoo penguin
-62.1200531525,-64.5716813502,gentoo penguin
-59.7407135492,-62.4069521996,gentoo penguin
-62.6219272614,-64.681116073,gentoo penguin
-85.3099057,35.0555497,gentoo penguin
-67.3752215952,-54.9047077832,gentoo penguin
-58.81261167,-51.30935,gentoo penguin
-67.3860014911,-54.9063916975,gentoo penguin
-55.1402233,-61.1125817,gentoo penguin
-61.0622670246,-63.9028345636,gentoo penguin
-56.3401081413,-63.4233851596,gentoo penguin
-62.4360141985,-64.6073906649,gentoo penguin
-62.9218751,-66.6922089755,gentoo penguin
-62.6250795,-64.6849633,gentoo penguin
-64.1387069814,-65.1728422781,gentoo penguin
-62.5281869284,-64.8439464918,gentoo penguin
-62.6225783307,-64.6824333217,gentoo penguin
-64.1392219656,-65.1764999627,gentoo penguin
-62.7007622754,-64.7704899196,gentoo penguin
-60.6080235972,-62.6533793962,gentoo penguin
-60.6064786448,-62.6533793962,gentoo penguin
-58.1170672,-62.2115245,gentoo penguin
-57.0054120015,-58.6569818284,gentoo penguin
-62.62418667,-64.68253333,gentoo penguin
-60.2384759088,-51.3060016813,gentoo penguin
70.426564007,-49.4254384348,gentoo penguin
-59.77982833,-62.53344667,gentoo penguin
8.9267203398,44.4103091391,gentoo penguin
-60.114262600000004,-51.3337756,gentoo penguin
-62.53095333,-64.84384167,gentoo penguin
-59.77927833,-62.53470333,gentoo penguin
-62.333333,-64.5,gentoo penguin
-67.3742221863,-54.9076819106,gentoo penguin
-58.9016664201,-62.1847862634,gentoo penguin
-103.3069716766,20.7288302068,gentoo penguin
-63.4919850518,-64.8260958452,gentoo penguin
-60.7867398707,-62.4665732394,gentoo penguin
-58.9584273113,-62.199708092,gentoo penguin
-57.8981018082,-63.3216849614,gentoo penguin
-60.7973025027,-62.4618608289,gentoo penguin
-58.9011805505,-62.1856676519,gentoo penguin
-58.9316769317,-62.2109574145,gentoo penguin
-63.480638928,-64.790094383,gentoo penguin
-62.66643,-64.8330507,gentoo penguin
-62.514916,-64.6017467,gentoo penguin
-62.166667,-64.633333,gentoo penguin
158.931075,-54.5025783333,gentoo penguin
-67.374489,-54.904468,gentoo penguin
-64.0885054981,-64.7719100895,gentoo penguin
-89.97177296,32.2556891975,gentoo penguin
-59.2158362354,-51.7307560813,gentoo penguin
-60.7903634582,-63.902973704,gentoo penguin
-68.2259539982,-54.745392498,gentoo penguin
-85.2110128573,-73.9757631633,gentoo penguin
-72.673003602,-73.6890969827,gentoo penguin
36.7993697045,-46.5360753524,gentoo penguin
-67.3866107236,-54.905428345,gentoo penguin
37.8685261637,-46.8846590606,gentoo penguin
-62.59425,-64.72666167,gentoo penguin
-59.8975913952,-62.5947011011,gentoo penguin
-62.5195108612,-64.8388940465,gentoo penguin
-62.6412220015,-64.6902131808,gentoo penguin
-64.1460244276,-65.1745419999,gentoo penguin
-64.0209420978,-65.0679919922,gentoo penguin
-63.484,-64.823,gentoo penguin
-62.622,-64.687,gentoo penguin
-67.9449168059,-54.8597915205,gentoo penguin
-59.1804998334,-63.6847801973,gentoo penguin
-67.3822996393,-54.9075972201,gentoo penguin
144.958207,-37.8207332,gentoo penguin
-57.8249575384,-51.6498357137,gentoo penguin
-57.776195,-51.6940783333,gentoo penguin
-67.3868354296,-54.906602885,gentoo penguin
-56.8837661742,-63.5211944578,gentoo penguin
-67.9137,-54.8759,gentoo penguin
-62.5931892394,-64.7308959958,gentoo penguin
-62.5925979614,-64.7320785522,gentoo penguin
-62.5947952269,-64.7301406858,gentoo penguin
-62.59526062,-64.7300491331,gentoo penguin
-62.5970764158,-64.7296371458,gentoo penguin
-62.6011581419,-64.7307052611,gentoo penguin
-62.6018218992,-64.7311782836,gentoo penguin
-62.6016666667,-64.7308333333,gentoo penguin
-62.6266059875,-64.7363586425,gentoo penguin
-60.79148667,-63.90153833,gentoo penguin
-63.4931011176,-64.8260347708,gentoo penguin
-62.8702777778,-64.8955555556,gentoo penguin
-58.6745643486,-62.2387819964,gentoo penguin
-61.271,-51.72,gentoo penguin
-61.231,-51.026,gentoo penguin
-62.8565124332,-64.8240626395,gentoo penguin
-56.9931767515,-63.399192436,gentoo penguin
-56.997448225,-63.3951079354,gentoo penguin
-59.7413361111,-62.4069444444,gentoo penguin
-59.7413638889,-62.4069361111,gentoo penguin
-59.7392388889,-62.4068222222,gentoo penguin
-59.7389416667,-62.4065777778,gentoo penguin
-59.738025,-62.4059138889,gentoo penguin
-59.7394861111,-62.4060444444,gentoo penguin
-64.1905185208,-65.197313064,gentoo penguin
-64.4441244006,-65.1511615027,gentoo penguin
-56.8905,-63.5204,gentoo penguin
-60.77735,-63.9010083333,gentoo penguin
-60.9765383333,-64.1318805,gentoo penguin
-63.4945416667,-64.825455,gentoo penguin
-64.0330621228,-64.7801913382,gentoo penguin
-64.0154245868,-64.7749639249,gentoo penguin
-62.598005,-64.7294616667,gentoo penguin
158.918941257,-54.564648072,gentoo penguin
-106.6621828079,35.0777043205,gentoo penguin
-62.856545,-64.824845,gentoo penguin
-56.883205,-63.52137,gentoo penguin
-59.7389,-62.40656667,gentoo penguin
-59.73803667,-62.40593,gentoo penguin
-59.748056,-62.406111,gentoo penguin
-61.1399409057,-62.6471166584,gentoo penguin
-62.6212044354,-64.6816441133,gentoo penguin
-62.4508545466,-64.862516465,gentoo penguin
-64.1363897721,-65.1751935353,gentoo penguin
-64.1365076619,-65.1755305882,gentoo penguin
-67.3909881557,-54.9064645859,gentoo penguin
-67.3731147217,-54.9054797217,gentoo penguin
-67.3739616667,-54.9048616667,gentoo penguin
-67.3739866667,-54.9048716667,gentoo penguin
-67.37393,-54.9048583333,gentoo penguin
-66.5625,-70.0665755346,gentoo penguin
-56.8859384224,-63.5209212767,gentoo penguin
-64.0538299,-64.7742513,gentoo penguin
-62.5274460517,-64.8444213079,gentoo penguin
-3.2841868,55.9389972,gentoo penguin
158.935138349,-54.5008023715,gentoo penguin
-63.49529167,-64.82522,gentoo penguin
-67.3736397222,-54.9050613889,gentoo penguin
-67.3737163889,-54.905075,gentoo penguin
-67.3737063889,-54.9050813889,gentoo penguin
-67.3737147222,-54.9050813889,gentoo penguin
-67.3735747222,-54.9050580556,gentoo penguin
-57.840507701,-51.4763695523,gentoo penguin
-61.766667,-64.5,gentoo penguin
-57.916667,-62.083333,gentoo penguin
-58.8589097411,-62.2032897164,gentoo penguin
-58.387867627,-51.3815695508,gentoo penguin
-57.9295731,-62.1013678,gentoo penguin
-60.783333,-63.9,gentoo penguin
-60.8854138,-64.156839,gentoo penguin
-62.599235,-64.729012,gentoo penguin
135,-82.862752,gentoo penguin
-36.7188652863,-54.1539338005,gentoo penguin
-36.587909,-54.429579,gentoo penguin
-60.520932,-51.3091304,gentoo penguin
-35.8071428,-54.7926238,gentoo penguin
-57.8337854147,-51.4798360829,gentoo penguin
-64.0543234145,-64.7735654165,gentoo penguin
-63.9898742421,-65.3415908544,gentoo penguin
-67.373786,-54.90699,gentoo penguin
-62.683333,-64.716667,gentoo penguin
-67.3762516667,-54.90463,gentoo penguin
-63.4493543615,-64.8688972602,gentoo penguin
-58.466375,-62.1577277778,gentoo penguin
-58.9216251669,-62.1921922771,gentoo penguin
-57.8981027778,-63.3216861111,gentoo penguin
-64.1293917785,-65.8177431023,gentoo penguin
70.2938666441,-49.0620155113,gentoo penguin
70.2439100314,-49.094249785,gentoo penguin
70.218004,-49.3496422,gentoo penguin
-58.4528067006,-51.9236037311,gentoo penguin
-62.614719,-64.685957,gentoo penguin
-59.0974024,-52.4332498,gentoo penguin
-90.2904747,38.636883,gentoo penguin
135.4289643529,34.6544413478,gentoo penguin
-62.8561937054,-64.8252931354,gentoo penguin
51.8610210052,-46.4249188381,gentoo penguin
-62.5981666667,-64.7293783333,gentoo penguin
-36.714425,-54.1562138889,gentoo penguin
-56.8960171068,-63.522099218,gentoo penguin
-62.8607233333,-64.8205383333,gentoo penguin
-62.8601083333,-64.8211733333,gentoo penguin
-62.5296483333,-64.8437133333,gentoo penguin
-62.52951,-64.8437183333,gentoo penguin
-62.5293916667,-64.8436583333,gentoo penguin
-62.529405,-64.8436616667,gentoo penguin
-62.5295566667,-64.8436983333,gentoo penguin
-62.5297016667,-64.8437216667,gentoo penguin
-62.5328416667,-64.8456683333,gentoo penguin
-64.057105,-65.1346333333,gentoo penguin
-61.99362,-64.5394083333,gentoo penguin
-59.90758,-62.5924316667,gentoo penguin
-59.9076833333,-62.5923216667,gentoo penguin
-59.9078866667,-62.5924533333,gentoo penguin
-85.3076877297,35.0606784059,gentoo penguin
-3.1729417853,55.9399145639,gentoo penguin
-67.3743583333,-54.9045633333,gentoo penguin
-57.003075,-63.3958883333,gentoo penguin
7.1109788306,51.239604219,gentoo penguin
-114.0794419125,51.0628186096,gentoo penguin
-106.6620466667,35.076875,gentoo penguin
-38.0500640869,-54.0097999573,gentoo penguin
-63.4929525905,-64.826190647,gentoo penguin
-63.4932580227,-64.826634263,gentoo penguin
-62.8686569808,-64.8953708432,gentoo penguin
-68.1716973827,-54.8718186845,gentoo penguin
-60.5513315171,-62.9837392095,gentoo penguin
-62.34375,-67.2434360775,gentoo penguin
-67.386903705,-54.9069414764,gentoo penguin
-67.3881915888,-54.908378671,gentoo penguin
-67.386262114,-54.9047884092,gentoo penguin
-67.3869632689,-54.9076087475,gentoo penguin
-67.3850434977,-54.9073630347,gentoo penguin
-68.3824846521,-54.8005209819,gentoo penguin
-114.02568050000001,51.046475,gentoo penguin
-67.3737863889,-54.9047530556,gentoo penguin
-60.6553011333,-64.4796875844,gentoo penguin
-68.2052013651,-54.8715923571,gentoo penguin
-0.3480008617,39.4528776522,gentoo penguin
-58.9833443578,-62.202763289,gentoo penguin
-111.8939003935,40.5323379883,gentoo penguin
-58.8848110784,-62.182505003,gentoo penguin
-57.8338100618,-51.4771215223,gentoo penguin
-67.3762030523,-54.9062965382,gentoo penguin
-57.831075,-51.4775933333,gentoo penguin
-59.7394866667,-62.4073,gentoo penguin
-60.8003893512,-63.8949564054,gentoo penguin
-60.8206178015,-63.8947341752,gentoo penguin
-61.6528301834,-64.4057932595,gentoo penguin
100.28435371,5.40511276,gentoo penguin
-36.5008796887,-54.2693046876,gentoo penguin
-67.3739720346,-54.907670847,gentoo penguin
-58.0609003612,-51.7603970044,gentoo penguin
-61.2105012009,-62.7319448845,gentoo penguin
-63.9498795171,-65.0812059977,gentoo penguin
-62.5341850387,-64.8825015519,gentoo penguin
-62.8136818728,-64.7130460456,gentoo penguin
-62.8663671429,-64.7166222798,gentoo penguin
-62.6234636758,-64.6875838651,gentoo penguin
-63.4919126311,-64.8270952255,gentoo penguin
-63.4946693566,-64.8250033693,gentoo penguin
-59.9164321079,-62.5925223997,gentoo penguin
-67.3446,-54.8928,gentoo penguin
-3.2692183544,55.9423303765,gentoo penguin
-56.8753566667,-63.518085,gentoo penguin
-62.6677733333,-64.7505233333,gentoo penguin
-63.4925866667,-64.82676,gentoo penguin
-90.3408244427,38.7473589857,gentoo penguin
-67.37384613,-54.90502818,gentoo penguin
-67.37382605,-54.90501687,gentoo penguin
-61.38,-64.37,gentoo penguin
-37.9615252074,-54.0298952681,gentoo penguin
-35.9420491883,-54.6185342179,gentoo penguin
-59.706621263,-62.4129081424,gentoo penguin
-63.5,-64.833,gentoo penguin
-64.1435135,-65.1706258,gentoo penguin
-63.4940910339,-64.8250961304,gentoo penguin
-60.239810562,-51.3047334592,gentoo penguin
-62.5296033333,-64.8437416667,gentoo penguin
-60.7899688941,-63.9033255936,gentoo penguin
-59.902855,-62.59553,gentoo penguin
-62.5303216667,-64.84397,gentoo penguin
-67.3399930154,-54.8966581166,gentoo penguin
-67.37423,-54.9049216667,gentoo penguin
-60.6095866667,-62.65357,gentoo penguin
-67.377239173,-54.9062069356,gentoo penguin
-35.9257313319,-54.7452880664,gentoo penguin
114.17140804,22.2351692106,gentoo penguin
-67.3989891137,-54.9013428096,gentoo penguin
-103.3073731492,20.7241757648,gentoo penguin
-58.9464419561,-62.2005265335,gentoo penguin
-81.46072042,28.41150947,gentoo penguin
-59.7962734,-62.4691875,gentoo penguin
-59.8135796934,-62.5897185029,gentoo penguin
-62.5531334912,-64.8674847751,gentoo penguin
5.304325,60.399625,gentoo penguin
-79.9175717,40.4831006,gentoo penguin
-83.1502445,42.47717,gentoo penguin
-67.4500938411,-54.8778861286,gentoo penguin
114.1716159532,22.2354957395,gentoo penguin
-62.530029999999996,-64.8448633333,gentoo penguin
-67.3407833527,-54.8947253339,gentoo penguin
-59.7789143912,-62.5335848275,gentoo penguin
-86.1768271444,39.7675194194,gentoo penguin
-63.492415,-64.8266566667,gentoo penguin
-63.4912416667,-64.8272233333,gentoo penguin
-64.02514,-65.0671683333,gentoo penguin
-64.057674408,-64.7745642693,gentoo penguin
-75.7150627854,48.899728613,gentoo penguin
-64.1113384311,-64.9745997698,gentoo penguin
114.1718170047,22.2317449073,gentoo penguin
-67.3918292835,-54.8982605504,gentoo penguin
114.171460067,22.2352532149,gentoo penguin
-59.3075,-52.328,gentoo penguin
-85.3110617772,35.0558233389,gentoo penguin
158.9378399852,-54.4982178712,gentoo penguin
-36.0986965186,-54.5912308439,gentoo penguin
