tank_id,species,avg_daily_temp,num_fish,day_length,tank_volume,size_day_30,ammonia,avg_daily_temp_F,below,num_sick,oxygen
206,tilapia,24.142492260994477,102,11,400.44571118979667,2791.335671680922,0.09598455755513312,75.45648606979006,FALSE,2,9.23046432811235
207,tilapia,23.57631292317408,103,11,401.6422686369169,2776.4459388840573,0.10341471069129685,74.43736326171334,TRUE,5,9.356253959193051
208,tilapia,23.994975821505957,104,10,399.4937961109393,2787.7026588751496,0.08791925181530744,75.19095647871072,FALSE,7,9.140399438454423
209,tilapia,23.104813057311834,98,9,399.7894058276038,2787.5471322179283,0.08407281642097589,73.5886635031613,TRUE,5,9.557610717448284
210,tilapia,23.591611413369066,103,11,397.87797969354943,2786.30259435465,0.09596241882594872,74.46490054406432,TRUE,11,9.609438356682242
211,tilapia,24.444500008126237,98,9,401.20115889727094,2777.8883516108326,0.09715768786884259,76.00010001462724,FALSE,3,9.425910555664252
212,tilapia,23.658077998976143,97,9,400.41324290284064,2786.3842506883716,0.10190755837741992,74.58454039815706,TRUE,5,9.324257145969119
213,tilapia,23.534571560167173,96,10,399.80890117216353,2778.929317890847,0.11264246979858547,74.36222880830091,TRUE,6,9.48860217183267
214,tilapia,24.789404922195725,99,10,398.98296986984127,2782.109950823373,0.08931196983764571,76.6209288599523,FALSE,9,8.991871988994353
215,tilapia,24.159142032106534,103,9,399.40552737500053,2773.931916564053,0.10077922814934402,75.48645565779177,FALSE,8,9.276893286358815
216,tilapia,23.469876700078988,100,11,400.0902925466235,2787.472284513363,0.10776594868931953,74.24577806014219,TRUE,11,9.422126451111303
217,tilapia,24.389694498890506,94,9,399.5146479977596,2785.991684767689,0.11239825939300392,75.90145009800291,FALSE,1,9.475381009439465
218,tilapia,24.736221902548287,100,9,402.6362029472175,2781.371005161482,0.09903743263362826,76.52519942458692,FALSE,8,9.033138530320459
219,tilapia,23.884263516778688,103,11,399.3045372897956,2781.0025860871424,0.09979385041742538,74.99167433020165,TRUE,4,9.617517072278904
220,tilapia,22.90985708699962,96,10,399.426013592353,2782.143255308886,0.11671957609983855,73.23774275659932,TRUE,6,9.571379558047807
221,tilapia,24.10596320528393,101,11,399.59037360648165,2782.521460501628,0.11600557937226738,75.39073376951109,FALSE,2,9.23234064894322
222,tilapia,23.21464477309198,99,10,400.650124324518,2790.589470209647,0.10500450789221857,73.78636059156557,TRUE,10,9.473178513137842
223,tilapia,24.11276803831156,101,9,400.07488679000784,2784.8857929303053,0.10034647807496469,75.4029824689608,FALSE,11,9.341189355606499
224,tilapia,23.048659736675766,100,10,400.4544220180626,2776.401942436687,0.09604710009076164,73.48758752601638,TRUE,6,9.635202827147335
225,tilapia,24.36617773687845,97,9,398.9022011731673,2774.287949068216,0.11082655850079295,75.85911992638121,FALSE,5,9.342814974452747
226,tilapia,24.05959849291817,100,11,399.8523606239072,2782.5770987164365,0.1140575190397877,75.3072772872527,FALSE,3,9.163299364660155
227,tilapia,23.49037984649328,103,8,401.2697754598994,2778.2351733418536,0.1142115954258826,74.28268372368791,TRUE,5,9.61658649364908
228,tilapia,23.639666338922,97,10,400.59571856287084,2784.913987066539,0.10256080087520916,74.5513994100596,TRUE,5,9.371200654328067
229,tilapia,23.566590321474745,99,10,399.7061922204159,2783.368841439447,0.08733981372132305,74.41986257865454,TRUE,8,9.759257861868354
230,tilapia,24.974667305979963,105,9,400.89898842124916,2781.857154794881,0.07577116749422563,76.95440115076394,FALSE,6,9.200764434859051
231,tilapia,23.434080560079742,102,7,401.4233598354962,2783.0149616309704,0.10797327353047168,74.18134500814354,TRUE,5,9.630696080884544
232,tilapia,23.757909293789325,99,11,399.8266076743582,2776.124764127885,0.09606323494884379,74.76423672882078,TRUE,4,9.435639039171656
233,tilapia,23.32959863873478,99,10,399.4524349982482,2778.926578027515,0.10873417618321729,73.9932775497226,TRUE,11,9.561398173723724
234,tilapia,23.013131908596407,107,10,400.4625118666166,2776.2225589350323,0.11311664016232366,73.42363743547352,TRUE,5,9.52347686570341
235,tilapia,23.623898092115663,97,9,400.3067717424699,2784.6741515345234,0.08505533915999453,74.52301656580819,TRUE,6,9.423448727932797
236,tilapia,23.082075418110954,104,12,399.449876054034,2782.5029391602143,0.10873746335476389,73.54773575259972,TRUE,9,9.593734180771163
237,tilapia,24.214191499107528,99,10,400.8278715753267,2786.2435614628334,0.07888744668207157,75.58554469839356,FALSE,4,9.357264377487814
238,tilapia,24.542032249265343,99,11,400.71439522071483,2787.719240985499,0.09565060719589352,76.17565804867762,FALSE,4,9.528939241765261
239,tilapia,22.388285691220233,94,11,399.8844465481256,2793.912169182018,0.1144991082189493,72.29891424419642,TRUE,6,9.534251832286776
240,tilapia,23.73210607686808,103,9,399.30307752421186,2781.9396381465745,0.09029463193907397,74.71779093836255,TRUE,6,9.54408412849041
241,tilapia,23.868713105831066,96,8,399.9146731660366,2790.7851995678293,0.09973834400696789,74.96368359049592,TRUE,7,9.516466498189363
242,tilapia,24.34686345874333,96,11,399.47015150740674,2785.572485964494,0.10312929043174134,75.82435422573799,FALSE,4,9.251963525232116
243,tilapia,23.281639222975798,103,10,400.42267742496927,2787.236959203015,0.09641564863812535,73.90695060135644,TRUE,7,9.528801202108813
244,tilapia,24.12851834635234,100,11,399.28968142937987,2783.925065886781,0.0914048643462083,75.4313330234342,FALSE,4,9.407037640732716
245,tilapia,23.865823228768157,100,10,399.4080861338989,2788.312390972562,0.12352780262102406,74.95848181178269,TRUE,9,9.453826087696154
246,tilapia,23.472815567102565,103,10,400.3297593253908,2774.636175738846,0.08866999914946727,74.25106802078461,TRUE,9,9.478573285429064
247,tilapia,23.666113249258252,105,11,400.4947454732605,2778.7338216151284,0.09387282807511153,74.59900384866486,TRUE,8,9.309288975042524
248,tilapia,24.604307249929214,103,11,400.8332128183041,2787.567823058387,0.10018272961662246,76.28775304987258,FALSE,9,9.181023494197676
249,tilapia,23.306629435421115,99,8,400.013396885595,2780.0054522761448,0.10694332856029864,73.95193298375801,TRUE,8,9.57211147767786
250,tilapia,23.97515537260241,102,9,399.7665500639933,2777.9797919021025,0.09994863159198548,75.15527967068434,FALSE,3,9.420747332656674
251,tilapia,23.370699075403188,95,10,400.48355315657255,2770.8515473024504,0.09412957906994417,74.06725833572574,TRUE,4,9.471022769108364
252,tilapia,24.470332654084412,101,10,399.8050139359289,2787.770276017276,0.10248830013956743,76.04659877735195,FALSE,11,9.50790383380483
253,tilapia,24.003679873768483,96,11,398.60813528569776,2783.1141029295322,0.10003786863577944,75.20662377278327,FALSE,14,9.459219542795097
254,tilapia,23.30597767973049,100,10,400.50439438998444,2781.243376131863,0.104828374970699,73.95075982351489,TRUE,6,9.344515219108978
255,tilapia,23.792594348517785,95,11,401.16188753489837,2777.8644010787093,0.126082498068818,74.82666982733201,TRUE,7,9.457581149933846
256,tilapia,23.366180947756913,100,9,401.0346179244692,2786.353388075685,0.10453299722516564,74.05912570596244,TRUE,6,9.387644501563672
257,tilapia,23.813335756762232,101,9,400.9573468067096,2783.0727207877912,0.09995935777804578,74.86400436217201,TRUE,9,9.516822829826596
258,tilapia,23.23881009814836,100,10,398.42841489691375,2782.6296403705214,0.10157454854070255,73.82985817666705,TRUE,5,9.652872581044969
259,tilapia,23.588931666299384,100,9,399.623751544336,2789.8095465890647,0.08095631357024172,74.4600769993389,TRUE,4,9.815829215002385
260,tilapia,23.80266476086585,98,9,401.4550863241192,2786.1857333952194,0.09628924830702416,74.84479656955853,TRUE,6,9.554116566340895
261,tilapia,23.031552074474572,100,11,400.695663182408,2782.779710587493,0.10467112022265597,73.45679373405423,TRUE,3,9.579560861313638
262,tilapia,24.60528109215149,98,11,399.91762439714586,2780.5791759077015,0.11183688120837733,76.28950596587268,FALSE,0,9.224420927529213
263,tilapia,23.477478523325857,107,12,400.8560990355812,2781.4549777200864,0.09809777469492978,74.25946134198654,TRUE,5,9.812127713584758
264,tilapia,23.341839614330983,98,10,399.87965517833607,2776.524134036881,0.11047667346192949,74.01531130579576,TRUE,7,9.517820875105553
265,tilapia,24.434415627000476,101,10,399.55296109832096,2785.2771733558698,0.09701572347520045,75.98194812860086,FALSE,5,9.17205807229475
266,tilapia,24.095953181874282,102,12,397.65338388938613,2790.9380882999353,0.09551485918027713,75.3727157273737,FALSE,3,9.181046796349925
267,tilapia,23.73965220844637,94,10,401.24054548098843,2777.7060046161355,0.10407891651630653,74.73137397520347,TRUE,3,9.451466232119138
268,tilapia,23.21387946918244,101,9,400.16092128144805,2773.282693359291,0.09015144514881449,73.78498304452839,TRUE,5,9.610373697630656
269,tilapia,23.662396369738076,97,9,399.5317284301102,2791.814434752347,0.09476272368250394,74.59231346552855,TRUE,7,9.443353011565016
270,tilapia,25.030628715315018,101,12,399.31611564910645,2787.6588279408884,0.1036912245395158,77.05513168756704,FALSE,8,9.037332546928043
271,tilapia,24.24548161514179,102,9,399.5637829842345,2782.2981994144848,0.09257615766169498,75.64186690725523,FALSE,1,9.502637952018032
272,tilapia,23.477189134061494,100,11,399.9574906636161,2777.750583347881,0.10737893021055488,74.2589404413107,TRUE,5,9.4878135383428
273,tilapia,23.38376711355776,98,10,399.70923292229196,2781.117217544358,0.08835508019611409,74.09078080440398,TRUE,4,9.366841997671875
274,tilapia,22.997830649092574,98,10,399.4970801110558,2780.8690200885526,0.09132654425899962,73.39609516836663,TRUE,4,9.575210297343993
275,tilapia,23.945117998548604,100,13,399.70860425641575,2779.7877594861056,0.10337444281773375,75.101212397387485,FALSE,5,9.471261534871372
276,tilapia,24.00515104380402,101,11,398.2065517320865,2779.1856028950133,0.10317492059181091,75.20927187884723,FALSE,3,9.537558277832558
277,tilapia,24.00356260999228,101,11,400.78254705049227,2778.470794562082,0.10710941740831845,75.20641269798611,FALSE,2,9.651846835169733
278,tilapia,23.359985678342184,97,10,400.83127044494574,2785.0342831273747,0.0764670188274118,74.04797422101593,TRUE,8,9.516585076029124
279,tilapia,25.15432029029086,102,10,399.61956379516886,2785.94848153831,0.10214905959460324,77.27777652252354,FALSE,2,9.303581708041188
280,tilapia,24.33409690582585,93,11,399.91095933519114,2774.826847022554,0.10769526548435443,75.80137443048653,FALSE,6,9.433552167607434
281,tilapia,23.517375078216695,98,9,400.2369196220609,2780.7165078647963,0.11860794496376997,74.33127514079005,TRUE,6,9.5954672102115
282,tilapia,23.50092576813071,103,9,400.5895385696933,2778.206166047231,0.0946379235974387,74.30166638263528,TRUE,4,9.762228494271556
283,tilapia,24.202687428472633,100,9,400.7263122941788,2787.285396592959,0.10169444506111798,75.56483737125075,FALSE,2,9.295597492942532
284,tilapia,24.644035907168213,103,9,399.64318293606107,2769.3929781723896,0.10482248582213385,76.35926463290278,FALSE,0,9.149669027120606
285,tilapia,23.26669471144111,98,8,400.0669081426748,2787.9792078895,0.1150400576353487,73.88005048059401,TRUE,6,9.57772507685472
286,tilapia,23.284637847884515,99,9,400.9325318866993,2778.1654261466374,0.09186187503630171,73.91234812619213,TRUE,7,9.27272649869142
287,tilapia,23.682532060953722,100,9,399.47525603552185,2779.94278464856,0.1025151723491676,74.6285577097167,TRUE,6,9.46441343734835
288,tilapia,24.17367151003338,101,12,399.83639764979205,2779.220635771593,0.09544749719142899,75.51260871806008,FALSE,2,9.604506372436767
289,tilapia,24.470085519007046,102,10,400.2229759976872,2779.399913240394,0.08368237023151719,76.04615393421268,FALSE,8,9.316855136064579
290,tilapia,24.319985006853074,105,9,399.56806730185815,2776.186330986274,0.09432673410095435,75.77597301233553,FALSE,1,9.197040656807438
291,tilapia,23.63850423196284,101,12,399.34809997303506,2779.876640539646,0.08796468249934628,74.54930761753312,TRUE,3,9.440638339104057
292,tilapia,23.975174874388838,106,11,399.55482365179273,2784.8050459100336,0.09769165422632178,75.1553147738999,FALSE,9,9.32034000198128
293,tilapia,24.756136354053123,101,9,400.2468427013296,2775.6407409059,0.08330520339652558,76.56104543729562,FALSE,5,9.246695800229197
294,tilapia,23.759625565176112,105,10,399.5965192951501,2787.3172292136287,0.10370739013215728,74.767326017317,TRUE,8,9.767455314231352
295,tilapia,24.25214774528805,97,10,399.6978898899371,2787.1905901194655,0.09585562911257933,75.65386594151849,FALSE,6,9.502380609829945
296,tilapia,23.654913302338265,100,10,398.8464188385199,2781.074488699695,0.10705414747586009,74.57884394420887,TRUE,5,9.522847757744405
297,tilapia,23.50134443657528,103,9,399.4874967343218,2781.8492305142872,0.10014146691028862,74.30241998583551,TRUE,6,9.484949716573665
298,tilapia,23.71671563582944,99,10,400.2759310002317,2785.8922644118143,0.10840096946901859,74.69008814449299,TRUE,5,9.329058323499503
299,tilapia,23.37463424123889,99,11,398.6590526745929,2782.423173209672,0.10046993790372595,74.07434163423,TRUE,4,9.504619051888824
300,tilapia,23.661256756738783,105,10,400.7011386364533,2787.5606893366134,0.0906775227624176,74.59026216212982,TRUE,5,9.447855670545227
301,tilapia,24.246486727349673,105,10,400.72941639981957,2775.3803971470056,0.10504780111407054,75.6436761092294,FALSE,1,9.268511027710016
302,tilapia,23.779631592188604,103,10,399.9543228855822,2782.397916361019,0.0978894806951523,74.80333686593949,TRUE,5,9.033867246680915
303,tilapia,23.50960973237364,103,8,401.3900305452671,2784.6776254361375,0.10891188401828565,74.31729751827255,TRUE,8,9.556887153881215
304,tilapia,23.45736409371879,97,9,400.64246564857945,2785.074908246364,0.09545247837266806,74.22325536869383,TRUE,5,9.446839591404979
305,tilapia,24.249951113640254,100,9,399.774754647236,2786.367061644583,0.10960086312107849,75.64991200455245,FALSE,3,9.067763672930347
306,tilapia,23.35329082147054,103,9,399.9198367372985,2783.194879828901,0.07380109680851091,74.03592347864696,TRUE,6,9.645162580532556
307,tilapia,23.82142129830845,97,9,399.54168608225064,2781.0148853985984,0.08669240694746078,74.87855833695522,TRUE,9,9.629127657156543
308,tilapia,24.348659310141127,106,9,400.14438127887104,2784.6925374105585,0.0877499212304163,75.82758675825403,FALSE,1,9.37796653523028
309,tilapia,23.67435331567907,101,9,399.08055077653364,2778.7338401121733,0.10481539965912269,74.61383596822233,TRUE,5,9.441197184876314
310,tilapia,24.3851263967706,102,10,399.8935929113375,2791.6054615712947,0.10384813719594967,75.89322751418707,FALSE,11,9.380856149056147
311,tilapia,22.92747070419799,105,10,402.18939134442684,2787.60660644901,0.09158526666687719,73.26944726755639,TRUE,8,9.700912813144239
312,tilapia,23.211522667971966,97,10,398.76299252349236,2785.0740599048304,0.10300558778234109,73.78074080234954,TRUE,7,9.522689152399138
313,tilapia,23.597457065466845,103,9,399.94852638809465,2780.402928299834,0.10114338209715973,74.47542271784033,TRUE,8,9.596253591915591
314,tilapia,23.675364854561906,105,10,400.11071255926686,2773.388613646007,0.0926059723201903,74.61565673821144,TRUE,4,9.360569084478618
315,tilapia,24.49632542038935,98,12,398.6214332177399,2781.525749993749,0.10527966558563764,76.09338575670083,FALSE,6,9.570600453305888
316,tilapia,23.442980317409386,95,10,399.5051080030287,2784.2693762023755,0.10369702980934661,74.19736457133689,TRUE,5,9.632982376971967
317,tilapia,23.33040466746401,100,10,399.3378906138575,2777.685021025809,0.10587011192561209,73.99472840143522,TRUE,7,9.691373512925106
318,tilapia,24.114332829416952,102,10,400.68726944551133,2784.5207163665364,0.12585772718316215,75.40579909295052,FALSE,5,9.31102075253738
319,tilapia,23.447869995316434,95,11,400.36596032816897,2780.647906668437,0.08334750440026988,74.20616599156958,TRUE,8,9.483748860326937
320,tilapia,23.57687357614255,95,11,398.7729155232074,2782.112429552733,0.10205912082598287,74.43837243705659,TRUE,7,9.372529181839257
321,tilapia,23.793625094415713,97,10,399.22998114285633,2783.3019949775444,0.0745641598989534,74.82852516994828,TRUE,9,9.324793904068057
322,tilapia,22.441834065816856,106,7,399.32931717741525,2781.08743427042,0.09149620606463807,72.39530131847035,TRUE,5,9.722235934814897
323,tilapia,23.34927806102647,98,10,398.1081560523378,2778.9680335189146,0.07717540707091179,74.02870050984765,TRUE,6,9.456273404740271
324,tilapia,23.887754478079234,97,11,399.439731394777,2785.6994131857955,0.09445712626092105,74.99795806054263,TRUE,4,9.424557593801165
325,tilapia,24.344149801698908,104,11,400.81880702506857,2780.6702455835325,0.11385695710599418,75.81946964305803,FALSE,0,9.338863929271618
326,tilapia,24.213229410631357,98,8,401.0493281622531,2791.5149798145335,0.10761100947070877,75.58381293913644,FALSE,12,9.217186306584045
327,tilapia,24.420317114637832,99,8,400.40615382581336,2779.212106979178,0.11339653329808848,75.9565708063481,FALSE,6,9.428436167494352
328,tilapia,24.217823333308623,106,12,399.28095757797803,2778.620134362139,0.08533394859039954,75.59208199995552,FALSE,0,9.509309505595104
329,tilapia,24.032833137379814,101,10,401.13095366521793,2790.0325432527866,0.10717175647069688,75.25909964728368,FALSE,5,9.344303129304478
330,tilapia,23.69169716020774,106,10,399.9474728212254,2788.1287034104575,0.11477457075284173,74.64505488837393,TRUE,4,9.310607304181731
331,tilapia,24.34809101335226,99,11,399.74517126405317,2785.621803301788,0.11151669293757371,75.82656382403407,FALSE,5,9.224559795675438
332,tilapia,24.29283217841317,96,10,399.09018436657726,2787.309983557192,0.08950611040046431,75.72709792114371,FALSE,6,9.369921225417873
333,tilapia,23.685925364841978,99,13,401.0081952131066,2788.426671358238,0.09468846005645379,74.63466565671555,TRUE,6,9.552402652256594
334,tilapia,24.151531962845873,102,11,400.0894362652743,2787.0441256215618,0.09655085635738217,75.47275753312258,FALSE,3,9.433773666278787
335,tilapia,22.434177465919397,97,9,400.56975957180777,2789.1565435373363,0.11143036218709022,72.38151943865492,TRUE,7,9.77288563719744
336,tilapia,23.904294290084014,97,9,400.06354394829424,2787.13107707313,0.09352328633729487,75.02772972215124,FALSE,8,9.34108317990435
337,tilapia,24.06911950285944,97,10,399.95677492523066,2778.7095699229285,0.09440577637988987,75.32441510514698,FALSE,2,9.464983050851998
338,tilapia,24.599274804722292,101,10,399.9371512188599,2784.10225168646,0.10306633226372448,76.27869464850014,FALSE,4,9.300559060565696
339,tilapia,23.841264846164744,101,9,400.65273833829116,2796.0704529165764,0.10364786955107975,74.91427672309655,TRUE,10,9.536370932132643
340,tilapia,24.3459589471024,93,11,399.95126434943745,2779.446927617366,0.07354178085662227,75.82272610478432,FALSE,0,9.430247273857328
341,tilapia,23.869824303593706,105,9,400.1838663830623,2776.961198053746,0.1141143868180811,74.96568374646867,TRUE,3,9.337334446360732
342,tilapia,23.823161377271553,102,11,400.4730857857991,2778.5253099855204,0.09443053107431743,74.8816904790888,TRUE,6,9.651570603596406
343,tilapia,23.93772307095137,102,10,400.26226846296055,2782.5880503356993,0.08212408135076442,75.08790152771246,FALSE,2,9.563708439172505
344,tilapia,24.55095933161409,101,12,400.76275645949744,2783.1312538505736,0.0989421761424177,76.19172679690536,FALSE,4,9.297326125174079
345,tilapia,23.073274129187723,101,11,400.68312649964236,2787.904177320807,0.1113577175321626,73.53189343253791,TRUE,5,9.561273147104256
346,tilapia,23.633315874550128,101,10,398.9311600483036,2776.3245965885353,0.10086312531537989,74.53996857419023,TRUE,7,9.70178793466585
347,tilapia,23.32622872841679,99,9,401.37750098139117,2783.0258790218054,0.10772490263857634,73.98721171115022,TRUE,6,9.538815683598218
348,tilapia,23.509007584308883,99,11,400.63561573006814,2780.9974672538237,0.10962920013825139,74.31621365175599,TRUE,4,9.621962756013719
349,tilapia,23.40668254491624,102,10,400.10849959673163,2773.4674625152466,0.0764819563161912,74.13202858084924,TRUE,4,9.3769219440444
350,tilapia,24.222811972411833,97,11,399.5886192996904,2782.345434461715,0.08224664630558193,75.6010615503413,FALSE,0,9.303549268087956
351,tilapia,23.615096018845676,100,11,400.5133232427845,2783.243990741718,0.08557979125006883,74.50717283392223,TRUE,6,9.39695329853931
352,tilapia,24.845603258399464,99,11,399.59274491986315,2784.5084009026123,0.10363147974740783,76.72208586511903,FALSE,6,9.241795978334018
353,tilapia,22.895296529238735,97,10,400.1832391503071,2791.220600399258,0.08949053208323166,73.21153375262972,TRUE,5,9.694584269318696
354,tilapia,22.984286609371587,100,11,400.22561051504357,2787.261351996038,0.09573640414590404,73.37171589686886,TRUE,9,9.857590032977821
355,tilapia,23.193090871162507,101,10,401.2560481146193,2781.2841705022656,0.09161643356289545,73.74756356809252,TRUE,5,9.50105755562143
356,tilapia,23.855282031716133,104,10,399.90733876062023,2776.2643349841214,0.11317457694759947,74.93950765708904,TRUE,6,9.701532091544536
357,tilapia,23.831576962009088,96,11,398.967094217604,2781.8819240290063,0.09848910169063785,74.89683853161637,TRUE,7,9.145935455681654
358,tilapia,23.175259339773966,100,9,398.92134301335403,2784.5822394447487,0.1142458022648329,73.71546681159313,TRUE,6,9.71827326926394
359,tilapia,23.414035730618277,102,10,399.42470275134366,2788.95708006163,0.10573656612379785,74.1452643151129,TRUE,6,9.193858689471819
360,tilapia,23.89718757732106,107,11,401.093473057745,2781.5643441257284,0.09056918557343505,75.0149376391779,FALSE,8,9.26283684316893
361,tilapia,24.25516247971134,106,10,401.4321074434999,2778.219563360964,0.09286011793624473,75.65929246348041,FALSE,5,9.084897592345762
362,tilapia,23.733861580785145,97,10,400.3275827702441,2779.4868962851942,0.09705369323919809,74.72095084541326,TRUE,6,9.622001067796575
363,tilapia,24.51810826812635,98,11,400.67550377459366,2787.0252558156976,0.10273487969645194,76.13259488262743,FALSE,9,9.495230794133786
364,tilapia,24.29295360939015,100,11,399.8457242610998,2774.7067102428286,0.10220798536960433,75.72731649690226,FALSE,6,9.321884754537706
365,tilapia,23.410781633420324,100,10,399.89127655230146,2772.773406831275,0.0930280594061963,74.13940694015659,TRUE,3,9.925720561204807
366,tilapia,23.558794199783662,95,9,400.6233825052325,2781.343511261223,0.09648452305105566,74.4058295596106,TRUE,4,9.517629069663498
367,tilapia,23.483567309405785,98,9,399.03554198749003,2782.6826756860382,0.0913991881884814,74.27042115693041,TRUE,4,9.219795381713475
368,tilapia,23.08571988382759,100,11,399.7750035732151,2780.557739258663,0.10190695556090673,73.55429579088965,TRUE,8,9.831088463167205
369,tilapia,24.064686647479732,100,11,399.2855666641627,2789.005144208181,0.10885421194578149,75.31643596546351,FALSE,6,9.311827604116411
370,tilapia,24.613780772977652,99,10,400.0312778336129,2786.9091695494017,0.08733123455260657,76.30480539135976,FALSE,8,9.126994788516344
371,tilapia,23.800730697380917,102,11,400.452123000858,2776.3017253605112,0.11413973026340325,74.84131525528565,TRUE,5,9.310370947472405
372,tilapia,23.675072937247197,100,8,399.2904470236423,2789.5598743750134,0.10077028255045492,74.61513128704496,TRUE,6,9.700458931136339
373,tilapia,24.172889620111068,104,11,399.479968358514,2780.8473948122437,0.10111858668748856,75.51120131619993,FALSE,7,9.669070367317246
374,tilapia,22.59371180658351,96,8,399.65211767349433,2780.5100443867796,0.09070182029251403,72.66868125185032,TRUE,7,9.775360569124638
375,tilapia,23.8289643226739,106,10,399.0997198565572,2782.194181744971,0.09634431407935792,74.89213578081302,TRUE,5,9.584203336893363
376,tilapia,23.42100796061513,103,9,401.47641511602126,2772.730938733858,0.10660538106513895,74.15781432910723,TRUE,3,9.725343482228608
377,tilapia,23.387697162640695,100,10,400.74672228007995,2784.84642063927,0.10770307139868536,74.09785489275325,TRUE,4,9.39582025398319
378,tilapia,24.537607998047044,98,8,400.11388143163566,2782.6108198731486,0.10297664355130563,76.16769439648468,FALSE,3,9.171885228695057
379,tilapia,23.648525838667904,98,9,400.78879576731424,2781.8384782016087,0.11272996027586661,74.56734650960223,TRUE,8,9.44552659033526
380,tilapia,24.3234451930261,101,11,400.32603940152313,2785.1748383274467,0.10056662703248515,75.78220134744697,FALSE,16,9.461114481429576
381,tilapia,23.29936758784396,97,10,399.4127591557651,2782.1728314765796,0.1011297341114076,73.93886165811912,TRUE,2,9.528436660838144
382,tilapia,23.64301464184042,102,10,399.7034752573103,2784.1980461785374,0.10558094357860562,74.55742635531276,TRUE,7,9.626181553062253
383,tilapia,23.60835000915954,94,10,400.5458389053854,2792.054602631397,0.07835092409500642,74.49503001648716,TRUE,5,9.2442873299001
384,tilapia,24.446708486174526,99,10,400.7959341480816,2785.472905546306,0.09153595832450187,76.00407527511415,FALSE,10,9.366751356487692
385,tilapia,24.83564916629099,102,11,400.3729376396865,2788.3043829010207,0.08943610329947049,76.70416849932379,FALSE,3,9.144644940312359
386,tilapia,23.78692685000685,100,11,399.5305437057282,2778.856511659737,0.09249812579109204,74.81646833001233,TRUE,4,9.306546289228688
387,tilapia,24.31623224767313,103,11,400.7966850001327,2785.6250381901127,0.11519208393442398,75.76921804581164,FALSE,12,9.332674250103693
388,tilapia,24.21837325660528,104,10,399.6953289726873,2784.0852089938594,0.09546505692678414,75.59307186188951,FALSE,4,9.34109125646311
389,tilapia,23.60249969975934,98,10,398.58298929024266,2784.641062366789,0.10076027714481854,74.48449945956682,TRUE,10,9.433458152261649
390,tilapia,24.04904207876952,97,9,399.0468736101503,2780.0849668894325,0.10038229094338268,75.28827574178513,FALSE,7,9.505336637589314
391,tilapia,23.150086618182545,100,9,400.2782638045247,2784.0612666672555,0.09621315854337892,73.67015591272857,TRUE,5,9.699517978065785
392,tilapia,24.628979980179697,99,10,400.28695001223394,2781.1843496026218,0.08614084330262226,76.33216396432346,FALSE,11,9.061412597866397
393,tilapia,23.656616366429265,102,11,400.6601924744656,2785.2692409348665,0.11795813466116481,74.58190945957267,TRUE,7,9.399254137436504
394,tilapia,22.838979762810887,100,10,401.1522572936044,2790.5754582966692,0.10698159477694474,73.1101635730596,TRUE,3,9.584003096229926
395,tilapia,24.386207692956454,104,10,400.63374284506443,2787.494694046794,0.09697913304292813,75.89517384732162,FALSE,5,9.789951439074251
396,tilapia,24.432939842655603,98,9,399.7347337514188,2788.5539152775154,0.1036367004258989,75.9792917167801,FALSE,3,9.266628707342106
397,tilapia,23.442467942697913,96,9,400.29619980172356,2783.660698358511,0.11620426932974692,74.19644229685625,TRUE,6,9.458635913195199
398,tilapia,24.074578545145222,98,11,399.334061458858,2781.06404157292,0.09907698151870897,75.33424138126139,FALSE,4,9.349139203429349
399,tilapia,23.472078800624697,98,11,400.34598705904654,2786.8421838074814,0.09826002589557949,74.24974184112446,TRUE,6,9.70269059607241
400,tilapia,24.86845351739569,101,10,400.8574752685671,2773.393034465949,0.1086434170214281,76.76321633131224,FALSE,4,9.077316306983818
401,tilapia,24.62503716997077,99,10,398.33358866366973,2774.918912466056,0.11466508490014155,76.32506690594738,FALSE,4,9.174240476900723
402,tilapia,24.782280453425297,104,10,399.64799846740584,2787.019921921684,0.09676463362768034,76.60810481616554,FALSE,7,9.331592478517232
403,tilapia,23.901989385962196,101,9,400.4654036487123,2779.7168718624025,0.10654026217319224,75.02358089473196,FALSE,12,9.53777992655239
404,tilapia,25.223726185317105,97,11,399.1467816500007,2779.832609948591,0.1124369042112742,77.4027071335708,FALSE,2,9.180440578643427
405,tilapia,23.750852588156462,99,11,400.0068265007334,2777.4819863829043,0.07668588317441362,74.75153465868163,TRUE,4,9.549091399579048
406,tilapia,23.61371318383535,93,11,399.94938835896687,2782.2958975287493,0.09392520271150538,74.50468373090364,TRUE,7,9.370077260046367
407,tilapia,23.81645113164677,104,12,400.121857887273,2783.4110397330746,0.11179914253275894,74.86961203696418,TRUE,6,9.22315114841465
408,tilapia,23.510045550507943,99,10,399.9585488026115,2781.4871439827716,0.0989228280544065,74.3180819909143,TRUE,7,9.542013906554189
409,tilapia,23.64298715752025,101,10,399.5061379721877,2788.1861853394726,0.08830578444688468,74.55737688353645,TRUE,4,9.529209124622193
410,tilapia,23.173463313365005,101,9,400.6436280348569,2785.0690246835943,0.09750396101811148,73.71223396405702,TRUE,4,9.638635137035381
411,tilapia,23.72928408026519,94,11,400.2425691184612,2786.5860789528906,0.09781891885942852,74.71271134447736,TRUE,8,9.400974646101474
